Date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJFINANCE.BO,BAJAJFINSV.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFC.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2020-03-02,1777.1134033203125,682.5999755859375,2677.699951171875,4353.25,8896.4501953125,516.6942138671875,2877.215087890625,540.9633178710938,2135.038330078125,1182.1500244140625,2119.63818359375,505.6000061035156,1079.949951171875,726.5542602539062,181.67160034179688,1599.300048828125,1119.239501953125,456.7399291992188,6228.8271484375,15815.30078125,94.41913604736328,81.5517578125,169.1173553466797,1297.58447265625,287.45001220703125,364.95849609375,1962.9888916015625,724.4070434570312,1234.1278076171875,4112.880859375
2020-03-03,1797.3145751953125,687.25,2695.800048828125,4456.0,8963.7001953125,519.3347778320312,3025.559326171875,557.2261962890625,2145.70068359375,1181.300048828125,2130.201171875,516.4500122070312,1109.0,728.4576416015625,180.09225463867188,1624.5,1133.433837890625,462.1666259765625,6331.70166015625,16045.37109375,99.04930114746094,85.39595031738281,177.01959228515625,1326.00634765625,289.8500061035156,389.2000122070313,2001.269287109375,732.5350341796875,1237.651123046875,4287.580078125
2020-03-04,1845.3985595703125,682.0499877929688,2709.449951171875,4287.0498046875,8796.0498046875,514.850830078125,3152.640625,554.712890625,2156.46044921875,1148.949951171875,2139.339599609375,508.5,1066.25,740.4635620117188,174.14645385742188,1607.5999755859375,1129.5015869140625,472.5221862792969,6327.4892578125,16225.701171875,98.05064392089844,84.98406982421875,181.1085662841797,1321.5653076171875,285.29998779296875,401.4197082519531,2044.7025146484373,750.4942626953125,1241.1248779296875,4161.6767578125
2020-03-05,1870.9368896484373,677.5499877929688,2703.550048828125,4335.60009765625,8880.75,525.3132934570312,3160.390869140625,568.807373046875,2147.167724609375,1151.6500244140625,2177.564208984375,504.75,1074.699951171875,736.6080322265625,174.61097717285156,1651.699951171875,1134.344970703125,477.2021179199219,6307.71728515625,16255.279296875,97.95985412597656,84.66372680664062,180.09780883789062,1294.278564453125,288.29998779296875,400.5786743164063,2085.681884765625,733.4110717773438,1250.9005126953125,4192.978515625
2020-03-06,1873.9796142578125,657.9000244140625,2734.60009765625,4226.60009765625,8602.7998046875,517.2921142578125,3149.461181640625,558.2117919921875,2063.48583984375,1134.8499755859375,2148.625732421875,486.25,1014.2999877929688,721.576171875,168.89744567871094,1632.449951171875,1111.5189208984375,468.9375915527344,6372.97998046875,16116.650390625,95.32701110839844,81.59752655029297,175.18185424804688,1253.372802734375,270.45001220703125,396.67034912109375,2078.811279296875,721.1461181640625,1234.921875,4155.69580078125
2020-03-09,1873.9796142578125,657.9000244140625,2734.60009765625,4226.60009765625,8602.7998046875,517.2921142578125,3149.461181640625,558.2117919921875,2063.48583984375,1134.8499755859375,2148.625732421875,486.25,1014.2999877929688,721.576171875,168.89744567871094,1632.449951171875,1111.5189208984375,468.9375915527344,6372.97998046875,16116.650390625,95.32701110839844,81.59752655029297,175.18185424804688,1253.372802734375,270.45001220703125,396.67034912109375,2078.811279296875,721.1461181640625,1234.921875,4155.69580078125
2020-03-11,1878.11962890625,618.75,2590.699951171875,4030.300048828125,8250.599609375,491.9331665039063,2980.400390625,529.08642578125,1991.4927978515625,1112.75,2116.444580078125,465.3999938964844,853.6500244140625,668.7695922851562,163.23036193847656,1589.0999755859375,1071.1419677734375,450.6161804199219,6086.6552734375,15752.9013671875,93.55665588378906,65.58006286621094,166.7742462158203,1138.1064453125,245.1999969482422,382.2243957519531,1918.4759521484373,689.8999633789062,1179.8896484375,3981.545166015625
2020-03-12,1838.415283203125,542.8499755859375,2337.0,3734.300048828125,7437.4501953125,463.28607177734375,2836.527099609375,485.8172607421875,1833.9595947265625,1021.7000122070312,2023.585693359375,425.0,782.25,616.4511108398438,145.16075134277344,1466.449951171875,971.6859741210938,421.9890441894531,5590.369140625,15324.400390625,85.70352172851562,57.29674530029297,152.39398193359375,1047.659912109375,212.75,351.106201171875,1737.184814453125,632.5177612304688,1070.07373046875,3652.283447265625
2020-03-13,1793.2742919921875,568.2000122070312,2360.949951171875,3734.300048828125,7737.39990234375,492.4313659667969,2871.40234375,485.5708618164063,2023.3321533203125,1071.1500244140625,1997.8896484375,425.0,804.0,626.8464965820312,150.7349395751953,1470.550048828125,1009.7611694335938,427.1170654296875,5788.58642578125,14692.955078125,89.74356842041016,60.31718444824219,154.32359313964844,1092.3651123046875,242.25,380.3939208984375,1773.9437255859375,637.9688110351562,1075.92919921875,3777.78759765625
2020-03-16,1678.900146484375,509.2000122070313,2337.300048828125,3675.050048828125,7506.60009765625,462.9871215820313,2808.308837890625,444.37152099609375,1801.9735107421875,999.0499877929688,1907.53662109375,402.8999938964844,663.2999877929688,568.9153442382812,136.7530517578125,1384.0999755859375,929.0551147460938,390.0760192871094,5438.83203125,14082.0166015625,82.38977813720703,55.05430603027344,150.66534423828125,1001.9185791015624,223.25,364.9089965820313,1666.7100830078125,588.1305541992188,1003.5291137695312,3520.84765625
